Season,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,FTR,B365H,B365D,B365A,mktProb_homeWin,mktProb_Draw,mktProb_awayWin,results,predictions,probability,bet,payout,cum_payout,bankroll,payout_frac,cum_payout_frac,bankroll_frac,payout_kelly,cum_payout_kelly,bankroll_kelly
2017-2018,Crystal Palace,Newcastle,1.0,1.0,21.0,11.0,D,2.04,3.39,4.2,0.48,0.29,0.23,0,1,0.544,1,-50.0,-1303.0,-303.0,-13.012498033029317,-752.7625373724431,247.23746262755702,-9.409414241210712,-719.9670981327323,280.03290186726775
2017-2018,Liverpool,Tottenham,2.0,2.0,9.0,13.0,D,2.1,3.75,3.6,0.47,0.26,0.27,0,1,0.478,0,-0.0,-1303.0,-303.0,0.0,-752.7625373724431,247.23746262755702,0.0,-719.9670981327323,280.03290186726775
2017-2018,Watford,Chelsea,4.0,1.0,21.0,7.0,H,6.25,4.0,1.61,0.16,0.24,0.6,1,2,0.696,1,-50.0,-1353.0,-353.0,-12.361873131377852,-765.124410503821,234.87558949617917,-10.578611332380602,-730.5457094651129,269.45429053488715
2017-2018,Everton,Crystal Palace,3.0,1.0,11.0,16.0,H,2.25,3.25,3.2,0.42,0.29,0.29,1,1,0.356,0,0.0,-1353.0,-353.0,0.0,-765.124410503821,234.87558949617917,0.0,-730.5457094651129,269.45429053488715
2017-2018,Man City,Leicester,5.0,1.0,19.0,2.0,H,1.19,6.5,13.0,0.78,0.14,0.07,1,1,0.67,0,0.0,-1353.0,-353.0,0.0,-765.124410503821,234.87558949617917,0.0,-730.5457094651129,269.45429053488715
2017-2018,Stoke,Brighton,1.0,1.0,15.0,14.0,D,2.2,3.2,3.39,0.43,0.29,0.28,0,1,0.56,1,-50.0,-1403.0,-403.0,-11.74377947480896,-776.86818997863,223.1318100213702,-10.716932009910288,-741.2626414750231,258.73735852497686
2017-2018,Swansea,Burnley,1.0,0.0,12.0,13.0,H,2.37,3.0,3.25,0.4,0.31,0.29,1,0,0.436,1,-50.0,-1453.0,-453.0,-11.15659050106851,-788.0247804796985,211.9752195203017,-10.25086219191597,-751.5135036669391,248.48649633306087
2017-2018,Tottenham,Arsenal,1.0,0.0,18.0,6.0,H,2.0,3.6,3.5,0.47,0.26,0.27,1,1,0.58,1,50.0,-1403.0,-403.0,10.598760976015086,-777.4260195036834,222.57398049631678,9.007635492073454,-742.5058681748657,257.49413182513433
2017-2018,West Ham,Watford,2.0,0.0,8.0,11.0,H,2.5,3.29,2.79,0.38,0.29,0.34,1,1,0.462,1,75.0,-1328.0,-328.0,16.69304853722376,-760.7329709664597,239.26702903354055,12.852570710965058,-729.6532974639006,270.3467025360994
2017-2018,Huddersfield,Bournemouth,4.0,1.0,15.0,7.0,H,3.25,3.2,2.25,0.29,0.29,0.42,1,1,0.38,1,112.5,-1215.5,-215.5,26.917540766273312,-733.8154302001864,266.18456979981386,21.436967360372556,-708.216330103528,291.7836698964719
2017-2018,Newcastle,Man United,1.0,0.0,10.0,13.0,H,5.5,3.75,1.61,0.17,0.25,0.58,1,2,0.564,0,-0.0,-1215.5,-215.5,0.0,-733.8154302001864,266.18456979981386,0.0,-708.216330103528,291.7836698964719
2017-2018,Southampton,Liverpool,0.0,2.0,6.0,16.0,A,4.2,3.79,1.8,0.22,0.25,0.53,2,2,0.504,0,0.0,-1215.5,-215.5,0.0,-733.8154302001864,266.18456979981386,0.0,-708.216330103528,291.7836698964719
2017-2018,Chelsea,West Brom,3.0,0.0,20.0,8.0,H,1.36,4.75,8.0,0.69,0.2,0.12,1,1,0.906,1,18.000000000000004,-1197.5,-197.5,4.7913222563966515,-729.0241079437898,270.9758920562105,10.377379342315873,-697.8389507612121,302.16104923878777
2017-2018,Bournemouth,Newcastle,2.0,2.0,18.0,15.0,D,2.1,3.5,3.79,0.46,0.28,0.26,0,1,0.524,1,-50.0,-1247.5,-247.5,-13.548794602810526,-742.5729025466003,257.4270974534,-9.563143291559534,-707.4020940527716,292.59790594722824
2017-2018,Brighton,Swansea,4.0,1.0,16.0,11.0,H,2.14,3.25,4.0,0.46,0.3,0.24,1,1,0.446,0,0.0,-1247.5,-247.5,0.0,-742.5729025466003,257.4270974534,0.0,-707.4020940527716,292.59790594722824
2017-2018,Burnley,Southampton,1.0,1.0,9.0,13.0,D,2.89,3.1,2.79,0.34,0.31,0.35,0,1,0.474,1,-50.0,-1297.5,-297.5,-12.87135487267,-755.4442574192703,244.55574258073,-12.788086045286748,-720.1901800980584,279.80981990194147
2017-2018,Leicester,Stoke,1.0,1.0,19.0,6.0,D,1.72,3.89,5.25,0.57,0.25,0.18,0,1,0.622,1,-50.0,-1347.5,-347.5,-12.2277871290365,-767.6720445483069,232.3279554516935,-8.863235128560573,-729.0534152266189,270.9465847733809
2017-2018,Liverpool,West Ham,4.0,1.0,21.0,7.0,H,1.22,7.5,13.0,0.8,0.13,0.07,1,1,0.71,0,0.0,-1347.5,-347.5,0.0,-767.6720445483069,232.3279554516935,0.0,-729.0534152266189,270.9465847733809
2017-2018,Watford,Everton,1.0,0.0,13.0,7.0,H,2.25,3.39,3.5,0.43,0.29,0.28,1,1,0.68,1,62.5,-1285.0,-285.0,14.520497215730845,-753.151547332576,246.84845266742434,23.390310638639527,-705.6631045879793,294.3368954120204
2017-2018,West Brom,Huddersfield,1.0,2.0,10.0,16.0,A,1.95,3.29,4.75,0.5,0.3,0.21,2,1,0.458,0,-0.0,-1285.0,-285.0,0.0,-753.151547332576,246.84845266742434,0.0,-705.6631045879793,294.3368954120204
2017-2018,Crystal Palace,Tottenham,0.0,1.0,5.0,14.0,A,7.5,4.5,1.5,0.13,0.22,0.65,2,2,0.526,0,0.0,-1285.0,-285.0,0.0,-753.151547332576,246.84845266742434,0.0,-705.6631045879793,294.3368954120204
2017-2018,Man United,Chelsea,2.0,1.0,10.0,14.0,H,2.29,3.25,3.5,0.42,0.3,0.28,1,1,0.504,1,64.5,-1220.5,-220.5,15.921725197048872,-737.2298221355271,262.7701778644732,12.92492649870192,-692.7381780892774,307.2618219107223
2017-2018,Arsenal,Man City,0.0,3.0,10.0,9.0,A,4.5,4.0,1.72,0.21,0.24,0.55,2,2,0.546,0,0.0,-1220.5,-220.5,0.0,-737.2298221355271,262.7701778644732,0.0,-692.7381780892774,307.2618219107223
2017-2018,Burnley,Everton,2.0,1.0,21.0,10.0,H,2.5,3.1,3.29,0.39,0.31,0.3,1,1,0.522,1,75.0,-1145.5,-145.5,19.707763339835495,-717.5220587956916,282.4779412043087,19.50357270721486,-673.2346053820626,326.76539461793715
2017-2018,Leicester,Bournemouth,1.0,1.0,23.0,8.0,D,1.85,3.75,4.5,0.53,0.26,0.22,0,1,0.546,0,-0.0,-1145.5,-145.5,0.0,-717.5220587956916,282.4779412043087,0.0,-673.2346053820626,326.76539461793715
2017-2018,Liverpool,Newcastle,2.0,0.0,14.0,7.0,H,1.22,7.0,15.0,0.8,0.14,0.07,1,1,0.834,0,0.0,-1145.5,-145.5,0.0,-717.5220587956916,282.4779412043087,0.0,-673.2346053820626,326.76539461793715
2017-2018,Southampton,Stoke,0.0,0.0,18.0,12.0,D,1.75,3.75,5.25,0.56,0.26,0.18,0,1,0.628,1,-50.0,-1195.5,-195.5,-14.123897060215436,-731.645955855907,268.3540441440933,-11.03272407634756,-684.2673294584101,315.7326705415896
2017-2018,Swansea,West Ham,4.0,1.0,9.0,7.0,H,2.6,3.25,3.0,0.38,0.3,0.32,1,1,0.49,1,80.0,-1115.5,-115.5,21.468323531527464,-710.1776323243795,289.82236767562074,20.021165814343153,-664.246163644067,335.7538363559327
2017-2018,Tottenham,Huddersfield,2.0,0.0,15.0,3.0,H,1.19,7.5,17.0,0.81,0.13,0.06,1,1,0.784,0,0.0,-1115.5,-115.5,0.0,-710.1776323243795,289.82236767562074,0.0,-664.246163644067,335.7538363559327
2017-2018,Watford,West Brom,1.0,0.0,15.0,9.0,H,2.14,3.29,3.89,0.45,0.3,0.25,1,1,0.652,1,57.00000000000001,-1058.5,-58.5,16.519874957510385,-693.6577573668691,306.34224263313115,21.334435536573196,-642.9117281074938,357.08827189250593
2017-2018,Brighton,Arsenal,2.0,1.0,13.0,15.0,H,4.2,3.79,1.9,0.23,0.26,0.51,1,1,0.484,1,160.0,-898.5,101.5,49.01475882130099,-644.642998545568,355.3570014544321,87.08524832355222,-555.8264797839415,444.17352021605814
2017-2018,Man City,Chelsea,1.0,0.0,13.0,3.0,H,1.61,4.2,6.0,0.61,0.23,0.16,1,1,0.71,1,30.500000000000004,-868.0,132.0,10.838388544360182,-633.8046100012078,366.1953899987923,10.945277936179258,-544.8812018477622,455.1187981522374
2017-2018,Crystal Palace,Man United,2.0,3.0,10.0,17.0,A,7.0,4.0,1.57,0.14,0.24,0.62,2,2,0.488,0,0.0,-868.0,132.0,0.0,-633.8046100012078,366.1953899987923,0.0,-544.8812018477622,455.1187981522374
2017-2018,Chelsea,Crystal Palace,2.0,1.0,27.0,9.0,H,1.3,5.75,12.0,0.75,0.17,0.08,1,1,0.496,0,0.0,-868.0,132.0,0.0,-633.8046100012078,366.1953899987923,0.0,-544.8812018477622,455.1187981522374
2017-2018,Everton,Brighton,2.0,0.0,13.0,10.0,H,2.2,3.2,3.89,0.44,0.3,0.25,1,2,0.472,1,-50.0,-918.0,82.0,-18.309769499939616,-652.1143795011475,347.8856204988527,-29.903373760411775,-574.784575608174,425.2154243918256
2017-2018,Huddersfield,Swansea,0.0,0.0,30.0,0.0,D,2.54,3.1,3.2,0.38,0.31,0.3,0,2,0.39,1,-50.0,-968.0,32.0,-17.394281024942636,-669.5086605260901,330.49133947391005,-15.29207110261586,-590.0766467107899,409.92335328920973
2017-2018,Man United,Liverpool,2.0,1.0,5.0,14.0,H,2.75,3.39,2.75,0.36,0.29,0.36,1,2,0.41,0,-0.0,-968.0,32.0,0.0,-669.5086605260901,330.49133947391005,0.0,-590.0766467107899,409.92335328920973
2017-2018,Newcastle,Southampton,3.0,0.0,7.0,6.0,H,2.79,3.2,2.79,0.35,0.3,0.35,1,1,0.464,1,89.5,-878.5,121.5,29.578974882914952,-639.9296856431752,360.070314356825,29.219091892094692,-560.8575548186952,439.1424451813044
2017-2018,West Brom,Leicester,1.0,4.0,6.0,14.0,A,3.0,3.25,2.6,0.32,0.3,0.38,2,2,0.492,1,80.0,-798.5,201.5,28.805625148546,-611.1240604946291,388.875939505371,28.07053834631362,-532.7870164723817,467.21298352761806
2017-2018,West Ham,Burnley,0.0,3.0,13.0,7.0,A,2.29,3.2,3.6,0.43,0.3,0.27,2,1,0.388,0,-0.0,-798.5,201.5,0.0,-611.1240604946291,388.875939505371,0.0,-532.7870164723817,467.21298352761806
2017-2018,Arsenal,Watford,3.0,0.0,11.0,11.0,H,1.44,5.0,7.5,0.68,0.19,0.13,1,1,0.488,0,0.0,-798.5,201.5,0.0,-611.1240604946291,388.875939505371,0.0,-532.7870164723817,467.21298352761806
2017-2018,Bournemouth,Tottenham,1.0,4.0,14.0,12.0,A,6.5,4.5,1.55,0.15,0.22,0.63,2,2,0.474,0,0.0,-798.5,201.5,0.0,-611.1240604946291,388.875939505371,0.0,-532.7870164723817,467.21298352761806
2017-2018,Stoke,Man City,0.0,2.0,3.0,17.0,A,15.0,6.5,1.25,0.07,0.15,0.78,2,2,0.65,0,0.0,-798.5,201.5,0.0,-611.1240604946291,388.875939505371,0.0,-532.7870164723817,467.21298352761806
2017-2018,Bournemouth,West Brom,2.0,1.0,17.0,11.0,H,1.83,3.6,5.0,0.53,0.27,0.2,1,1,0.652,1,41.5,-757.0,243.0,16.1383514894729,-594.9857090051562,405.01429099484386,15.983946895539452,-516.8030695768422,483.19693042315754
2017-2018,Huddersfield,Crystal Palace,0.0,2.0,6.0,17.0,A,3.0,3.1,2.7,0.32,0.31,0.36,2,1,0.382,1,-50.0,-807.0,193.0,-20.250714549742195,-615.2364235548984,384.76357644510165,-15.307100170484414,-532.1101697473266,467.8898302526731
2017-2018,Liverpool,Watford,5.0,0.0,13.0,4.0,H,1.19,8.0,15.0,0.81,0.12,0.06,1,1,0.536,0,0.0,-807.0,193.0,0.0,-615.2364235548984,384.76357644510165,0.0,-532.1101697473266,467.8898302526731
2017-2018,Stoke,Everton,1.0,2.0,9.0,17.0,A,2.5,3.29,3.1,0.39,0.3,0.31,2,1,0.47,1,-50.0,-857.0,143.0,-19.238178822255083,-634.4746023771535,365.5253976228466,-16.078195346182657,-548.1883650935092,451.81163490649044
2017-2018,Brighton,Leicester,0.0,2.0,15.0,6.0,A,2.7,3.2,2.62,0.35,0.29,0.36,2,2,0.466,1,81.0,-776.0,224.0,29.607557207450576,-604.8670451697029,395.13295483029714,26.666963381901923,-521.5214017116073,478.4785982883924
2017-2018,Crystal Palace,Liverpool,1.0,2.0,6.0,16.0,A,7.0,4.33,1.44,0.13,0.22,0.65,2,2,0.688,0,0.0,-776.0,224.0,0.0,-604.8670451697029,395.13295483029714,0.0,-521.5214017116073,478.4785982883924
2017-2018,Everton,Man City,1.0,3.0,6.0,18.0,A,9.0,5.0,1.33,0.1,0.19,0.71,2,2,0.59,0,0.0,-776.0,224.0,0.0,-604.8670451697029,395.13295483029714,0.0,-521.5214017116073,478.4785982883924
2017-2018,Man United,Swansea,2.0,0.0,11.0,3.0,H,1.25,6.0,10.0,0.75,0.16,0.09,1,1,0.736,0,0.0,-776.0,224.0,0.0,-604.8670451697029,395.13295483029714,0.0,-521.5214017116073,478.4785982883924
2017-2018,Newcastle,Huddersfield,1.0,0.0,18.0,4.0,H,1.75,3.39,5.0,0.54,0.28,0.19,1,1,0.584,0,0.0,-776.0,224.0,0.0,-604.8670451697029,395.13295483029714,0.0,-521.5214017116073,478.4785982883924
2017-2018,Watford,Bournemouth,2.0,2.0,16.0,13.0,D,2.29,3.29,3.1,0.41,0.29,0.3,0,1,0.444,0,-0.0,-776.0,224.0,0.0,-604.8670451697029,395.13295483029714,0.0,-521.5214017116073,478.4785982883924
2017-2018,West Brom,Burnley,1.0,2.0,8.0,11.0,A,2.5,3.0,3.1,0.38,0.32,0.31,2,2,0.398,1,105.0,-671.0,329.0,41.488960257181205,-563.3780849125217,436.6219150874783,35.70646539727129,-485.81493631433597,514.1850636856636
2017-2018,West Ham,Southampton,3.0,0.0,13.0,9.0,H,2.7,3.25,2.6,0.35,0.29,0.36,1,2,0.412,1,-50.0,-721.0,279.0,-21.83109575437392,-585.2091806668956,414.7908193331044,-14.861522376424919,-500.6764586907609,499.3235413092387
2017-2018,Arsenal,Stoke,3.0,0.0,24.0,8.0,H,1.28,5.5,10.0,0.73,0.17,0.09,1,1,0.77,0,0.0,-721.0,279.0,0.0,-585.2091806668956,414.7908193331044,0.0,-500.6764586907609,499.3235413092387
2017-2018,Chelsea,Tottenham,1.0,3.0,14.0,12.0,A,2.29,3.29,3.1,0.41,0.29,0.3,2,2,0.404,1,105.0,-616.0,384.0,43.55303602997597,-541.6561446369196,458.34385536308037,38.20453434398196,-462.47192434677896,537.5280756532206
2017-2018,Bournemouth,Crystal Palace,2.0,2.0,20.0,13.0,D,2.5,3.39,3.0,0.39,0.29,0.32,0,1,0.542,1,-50.0,-666.0,334.0,-22.91719276815402,-564.5733374050736,435.42666259492637,-24.64941792337722,-487.12134227015616,512.8786577298434
2017-2018,Brighton,Huddersfield,1.0,1.0,13.0,14.0,D,1.85,3.5,5.0,0.53,0.28,0.19,0,1,0.568,0,-0.0,-666.0,334.0,0.0,-564.5733374050736,435.42666259492637,0.0,-487.12134227015616,512.8786577298434
2017-2018,Everton,Liverpool,0.0,0.0,6.0,10.0,D,4.2,3.75,1.9,0.23,0.26,0.51,0,2,0.606,1,-50.0,-716.0,284.0,-21.77133312974632,-586.3446705348199,413.65532946518005,-18.735040815677085,-505.8563830858333,494.14361691416633
2017-2018,Leicester,Newcastle,1.0,2.0,8.0,8.0,A,1.95,3.6,4.2,0.5,0.27,0.23,2,1,0.598,1,-50.0,-766.0,234.0,-20.682766473259004,-607.0274370080789,392.97256299192105,-18.376734012106432,-524.2331170979397,475.7668829020599
2017-2018,Man City,Man United,2.0,3.0,20.0,5.0,A,1.89,3.79,4.2,0.51,0.26,0.23,2,1,0.584,1,-50.0,-816.0,184.0,-19.648628149596053,-626.676065157675,373.323934842325,-15.695732454201607,-539.9288495521413,460.07115044785826
2017-2018,Stoke,Tottenham,1.0,2.0,10.0,15.0,A,11.0,5.5,1.33,0.09,0.18,0.73,2,2,0.742,0,0.0,-816.0,184.0,0.0,-626.676065157675,373.323934842325,0.0,-539.9288495521413,460.07115044785826
2017-2018,Watford,Burnley,1.0,2.0,14.0,7.0,A,2.39,3.2,3.39,0.41,0.3,0.29,2,0,0.408,1,-50.0,-866.0,134.0,-18.666196742116252,-645.3422618997912,354.65773810020875,-17.83552855199045,-557.7643781041318,442.2356218958678
2017-2018,West Brom,Swansea,1.0,1.0,15.0,7.0,D,2.37,3.2,3.39,0.41,0.3,0.29,0,1,0.362,0,-0.0,-866.0,134.0,0.0,-645.3422618997912,354.65773810020875,0.0,-557.7643781041318,442.2356218958678
2017-2018,Arsenal,Southampton,3.0,2.0,13.0,15.0,H,1.57,4.5,6.0,0.62,0.22,0.16,1,1,0.726,1,28.500000000000004,-837.5,162.5,10.107745535855951,-635.2345163639352,364.7654836360647,10.35252608876166,-547.4118520153701,452.5881479846294
2017-2018,Chelsea,West Ham,1.0,1.0,23.0,5.0,D,1.28,6.0,12.0,0.76,0.16,0.08,0,1,0.606,0,-0.0,-837.5,162.5,0.0,-635.2345163639352,364.7654836360647,0.0,-547.4118520153701,452.5881479846294
2017-2018,Burnley,Leicester,2.0,1.0,8.0,15.0,H,2.62,3.2,3.0,0.37,0.3,0.32,1,1,0.434,1,81.0,-756.5,243.5,29.54600417452124,-605.6885121894139,394.3114878105859,23.471885043816503,-523.9399669715535,476.0600330284459
2017-2018,Crystal Palace,Brighton,3.0,2.0,15.0,12.0,H,1.9,3.5,4.75,0.51,0.28,0.21,1,1,0.484,0,0.0,-756.5,243.5,0.0,-605.6885121894139,394.3114878105859,0.0,-523.9399669715535,476.0600330284459
2017-2018,Huddersfield,Watford,1.0,0.0,9.0,4.0,H,2.62,3.25,3.0,0.37,0.3,0.33,1,1,0.44,1,81.0,-675.5,324.5,31.939230512657463,-573.7492816767565,426.25071832324335,25.29868026233345,-498.6412867092201,501.35871329077935
2017-2018,Liverpool,Bournemouth,3.0,0.0,20.0,6.0,H,1.25,7.0,12.0,0.78,0.14,0.08,1,1,0.84,1,12.5,-663.0,337.0,5.328133979040542,-568.4211476977159,431.5788523022839,4.935249833956108,-493.706036875264,506.29396312473546
2017-2018,Southampton,Chelsea,2.0,3.0,10.0,17.0,A,4.5,3.75,1.85,0.22,0.26,0.53,2,2,0.5,0,0.0,-663.0,337.0,0.0,-568.4211476977159,431.5788523022839,0.0,-493.706036875264,506.29396312473546
2017-2018,Swansea,Everton,1.0,1.0,17.0,12.0,D,2.54,3.25,3.1,0.38,0.3,0.32,0,0,0.462,1,112.5,-550.5,449.5,48.55262088400694,-519.868526813709,480.13147318629086,56.248741716392836,-437.45729515887115,562.5427048411283
